# RADeg decDeg z fluxmJy_1.4GHz fluxmJy_30GHz fluxmJy_90GHz fluxmJy_148GHz fluxmJy_219GHz fluxmJy_277GHz fluxmJy_350GHz
24.86026 6.459926999999997 0.26840 5.24176e-01 4.09555e-02 1.69692e-02 1.13984e-02 8.33098e-03 6.90347e-03 5.72528e-03
24.863238 6.381160999999995 0.26840 2.18412e-01 1.77150e-02 7.34436e-03 4.93329e-03 3.60571e-03 2.98787e-03 2.47794e-03
24.871095 6.422724000000002 0.26840 1.88267e-01 1.52434e-02 6.32570e-03 4.24907e-03 3.10561e-03 2.57347e-03 2.13427e-03
25.482076 7.137137000000004 0.27010 1.05403e+00 8.93279e-02 3.70578e-02 2.48922e-02 1.81936e-02 1.50761e-02 1.25031e-02
26.488022 5.208663 0.27040 1.61772e-01 1.46340e-02 5.82341e-03 3.87089e-03 2.82092e-03 2.33611e-03 1.93694e-03
27.806402000000002 5.870322000000005 0.27460 1.86412e-01 1.49229e-02 6.11581e-03 4.10750e-03 3.00213e-03 2.48771e-03 2.06314e-03
27.826882 5.856792000000004 0.27460 4.66649e-01 4.08550e-02 1.68704e-02 1.12668e-02 8.20845e-03 6.79412e-03 5.63078e-03
25.34279 5.695593999999997 0.27560 7.73462e-01 6.82050e-02 2.76629e-02 1.85099e-02 1.35177e-02 1.11999e-02 9.28806e-03
25.728143 6.126278000000003 0.27460 5.62880e-01 4.83072e-02 2.00588e-02 1.34738e-02 9.84788e-03 8.16045e-03 6.76774e-03
27.533812 6.272985000000001 0.27430 1.32784e+00 1.25381e-01 4.73145e-02 3.09756e-02 2.24349e-02 1.85447e-02 1.53608e-02
27.551295 6.287776000000001 0.27430 9.22962e-01 8.04559e-02 3.30730e-02 2.21660e-02 1.61926e-02 1.34168e-02 1.11266e-02
25.365284 5.596736000000003 0.27570 5.07382e-01 4.29330e-02 1.77954e-02 1.19533e-02 8.73659e-03 7.23958e-03 6.00403e-03
25.367352 5.604828000000002 0.27570 1.26635e-01 1.39374e-02 4.50161e-03 2.84615e-03 2.04398e-03 1.68716e-03 1.39696e-03
25.376195000000003 5.575919000000004 0.27570 1.32322e-01 1.17996e-02 4.76952e-03 3.17456e-03 2.31227e-03 1.91422e-03 1.58677e-03
27.932132 6.704625999999999 0.27540 5.12099e-01 4.45838e-02 1.78369e-02 1.19707e-02 8.74887e-03 7.24973e-03 6.01245e-03
27.93454 6.700782000000004 0.27540 5.54353e+00 4.75383e-01 1.96131e-01 1.31720e-01 9.62715e-02 7.97754e-02 6.61604e-02
27.931853 6.700879000000006 0.27540 3.57374e-01 3.06111e-02 1.25606e-02 8.42870e-03 6.15935e-03 5.10379e-03 4.23270e-03
26.520002 7.2318149999999966 0.27540 9.54248e-01 9.09817e-02 3.84621e-02 2.48870e-02 1.75616e-02 1.42977e-02 1.17019e-02
24.129659 4.064676000000006 0.27610 8.40579e-02 7.17917e-03 2.90141e-03 1.94432e-03 1.42046e-03 1.17698e-03 9.76080e-04
