# ells, tt, ee, bb, te
1.850150000000000000e+04 6.408704879276752586e-02 6.555641073062107652e-04 6.296249063463991514e-04 -7.955154468122423725e-04
1.870150000000000000e+04 6.313110817064192248e-02 6.450309488946560964e-04 6.182650030249301366e-04 -7.715708551003456345e-04
1.890150000000000000e+04 6.237275333711612274e-02 6.329352943047625779e-04 6.077639085316753360e-04 -7.521783157007087871e-04
1.910150000000000000e+04 6.111872044932711162e-02 6.219710687284673873e-04 5.987585874572173275e-04 -7.496355373456779509e-04
1.930150000000000000e+04 6.042322350859009872e-02 6.113521920214768550e-04 5.905723912797952767e-04 -7.330516809657969604e-04
1.950150000000000000e+04 5.979701813228450319e-02 6.011184973931627765e-04 5.827049254653048375e-04 -7.116409490268215754e-04
1.970150000000000000e+04 5.896203204219693794e-02 5.917414140797229959e-04 5.750335382968558423e-04 -7.040070676532334763e-04
1.990150000000000000e+04 5.840987585556164235e-02 5.811179748158121910e-04 5.667140352037039475e-04 -6.944120312932548170e-04
2.010150000000000000e+04 5.736728478807823911e-02 5.719986675402964713e-04 5.570193829430739128e-04 -6.754178416800676443e-04
2.030150000000000000e+04 5.693248679686568198e-02 5.674396502141990919e-04 5.525144857427620286e-04 -6.716492709073912121e-04
2.050150000000000000e+04 5.427298654747125112e-02 5.375900831153832904e-04 5.241094027933826654e-04 -6.376130883341419578e-04
2.070150000000000000e+04 6.767663759828018710e-02 6.728659673314187724e-04 6.570558919895308795e-04 -7.983170696018053241e-04
