,z,RADeg,decDeg,comoving_pos_x_Mpc,comoving_pos_y_Mpc,comoving_pos_z_Mpc,pec_vel_x_km_s,pec_vel_y_km_s,pec_vel_z_km_s,Mfof,Mvir,Mgas_vir,Rvir,int_tSZ_in_Rvir,int_kSZ_in_Rvir,int_SZ_in_Rvir_148GHz,int_SZ_in_Rvir_219GHz,int_SZ_in_Rvir_277GHz,int_SZ_in_Rvir_30GHz,int_SZ_in_Rvir_90GHz,int_SZ_in_Rvir_350GHz,M200,Mgas_200,R200,int_tSZ_in_R200,int_kSZ_in_R200,int_SZ_in_R200_148GHz,int_SZ_in_R200_219GHz,int_SZ_in_R200_277GHz,int_SZ_in_R200_30GHz,int_SZ_in_R200_90GHz,int_SZ_in_R200_350GHz,M500,Mgas_500,R500,int_tSZ_in_R500,int_kSZ_in_R500,int_SZ_in_R500_148GHz,int_SZ_in_R500_219GHz,int_SZ_in_R500_277GHz,int_SZ_in_R500_30GHz,int_SZ_in_R500_90GHz,int_SZ_in_R500_350GHz,Mstar,rho_gas_c,T_c,P_c,Phi_c
598,0.6991,5.397013,6.810710000000005,2482.771,234.5603,297.8436,174.3041,446.1721,21.37402,38733970000000.0,18742240000000.0,1198697000000.0,0.4870062,7.311024e-07,-5.475015e-07,-1.258945e-06,-5.318816e-07,1.404987e-07,-1.974073e-06,-1.71208e-06,1.036672e-06,16819960000000.0,947015100000.0,0.4162782,6.182039e-07,-4.488015e-07,-1.050297e-06,-4.356682e-07,1.327062e-07,-1.654976e-06,-1.433423e-06,8.903525e-07,10668660000000.0,435546400000.0,0.2631032,3.57352e-07,-2.38374e-07,-5.859269e-07,-2.309084e-07,9.734673e-08,-9.354349e-07,-8.073356e-07,5.350736e-07,730572600000.0,24250000000000.0,0.8318353,3432000000000.0,-0.6574
599,0.6989,6.604609,4.807320999999998,2484.729,287.6956,210.3644,238.8726,-19.91112,-111.1284,54688900000000.0,35946660000000.0,3196631000000.0,0.5960082,2.286463e-06,-1.277831e-06,-3.497632e-06,-1.232396e-06,8.609637e-07,-5.732742e-06,-4.912688e-06,3.655476e-06,31717640000000.0,2653206000000.0,0.5115224,2.047707e-06,-1.107413e-06,-3.095103e-06,-1.067051e-06,8.070012e-07,-5.096801e-06,-4.362279e-06,3.30917e-06,20664520000000.0,1419702000000.0,0.3276528,1.41094e-06,-6.987341e-07,-2.067687e-06,-6.715837e-07,6.182669e-07,-3.446892e-06,-2.94058e-06,2.341271e-06,1157483000000.0,63320000000000.0,1.215068,13090000000000.0,-1.00386
600,0.7012,5.368792,5.252371000000003,2495.547,234.5273,230.4235,637.719,398.846,21.02944,41713500000000.0,38061170000000.0,3150064000000.0,0.6083081,2.169894e-06,-3.63183e-06,-5.728553e-06,-3.575186e-06,-1.593946e-06,-7.863352e-06,-7.078914e-06,1.038442e-06,34697180000000.0,2697619000000.0,0.527693,2.001887e-06,-3.252109e-06,-5.186144e-06,-3.200137e-06,-1.372978e-06,-7.155555e-06,-6.431798e-06,1.055049e-06,21433440000000.0,1477273000000.0,0.3303272,1.440901e-06,-2.130201e-06,-3.521427e-06,-2.093507e-06,-7.800461e-07,-4.938741e-06,-4.41765e-06,9.662543e-07,1240033000000.0,83500000000000.0,1.270552,18050000000000.0,-1.041199
601,0.7041,5.629129,5.950127000000005,2499.822,246.3929,261.8046,393.4962,-31.94166,276.8075,47192010000000.0,44404700000000.0,3991719000000.0,0.6389528,2.751771e-06,-2.634212e-06,-5.298566e-06,-2.573694e-06,-6.08082e-08,-7.995374e-06,-7.004809e-06,3.288875e-06,40367910000000.0,3509595000000.0,0.5530736,2.569341e-06,-2.385067e-06,-4.872393e-06,-2.328942e-06,1.650082e-08,-7.390362e-06,-6.465364e-06,3.143467e-06,30468160000000.0,2285373000000.0,0.3707554,2.004722e-06,-1.706933e-06,-3.646725e-06,-1.664064e-06,1.639177e-07,-5.61125e-06,-4.889266e-06,2.602171e-06,1297949000000.0,90050000000000.0,1.318468,20200000000000.0,-1.111988
602,0.7006,5.562384,7.118562000000003,2484.673,241.9775,311.7679,227.5239,485.617,69.32408,32198210000000.0,27200280000000.0,2477521000000.0,0.5445887,1.492503e-06,-1.168431e-06,-2.618104e-06,-1.136818e-06,2.316202e-07,-4.079056e-06,-3.543193e-06,2.056336e-06,25374110000000.0,2173408000000.0,0.4784644,1.390405e-06,-1.058344e-06,-2.408664e-06,-1.029059e-06,2.453838e-07,-3.769639e-06,-3.270394e-06,1.944974e-06,19415040000000.0,1378432000000.0,0.3201048,1.061271e-06,-7.379847e-07,-1.768176e-06,-7.160708e-07,2.556773e-07,-2.806898e-06,-2.425723e-06,1.552154e-06,894345300000.0,83790000000000.0,1.092892,15580000000000.0,-0.887733
603,0.7038,5.318321,5.645533,2502.151,232.9246,248.4152,308.7464,214.7306,99.95214,257009000000000.0,215680000000000.0,28817040000000.0,1.080662,6.018676e-05,-1.452995e-05,-7.210963e-05,-1.406504e-05,3.924662e-05,-0.0001309796,-0.000109099,0.0001113254,200013400000000.0,25581690000000.0,0.941994,5.689275e-05,-1.337418e-05,-6.778169e-05,-1.295711e-05,3.738995e-05,-0.0001234283,-0.0001027382,0.0001054876,156954300000000.0,17443050000000.0,0.6408278,4.625564e-05,-1.002089e-05,-5.41993e-05,-9.742675e-06,3.106401e-05,-9.943782e-05,-8.259701e-05,8.633067e-05,4119487000000.0,297900000000000.0,4.739192,240200000000000.0,-4.15404
606,0.7032,5.37555,6.186983000000001,2497.2,234.9797,271.9045,274.0717,368.5833,-201.4137,36235000000000.0,31909870000000.0,2920402000000.0,0.5818818,1.70343e-06,-1.35196e-06,-3.006232e-06,-1.315767e-06,2.458617e-07,-4.673514e-06,-4.061971e-06,2.328068e-06,30468160000000.0,2571440000000.0,0.5037684,1.590194e-06,-1.223574e-06,-2.767662e-06,-1.189982e-06,2.673864e-07,-4.324071e-06,-3.753133e-06,2.210825e-06,24220740000000.0,1696986000000.0,0.3434822,1.262632e-06,-8.942315e-07,-2.119763e-06,-8.680112e-07,2.881188e-07,-3.355487e-06,-2.90204e-06,1.830425e-06,989206000000.0,76490000000000.0,1.074247,13980000000000.0,-0.89397
607,0.7023,6.201957,6.864202000000005,2488.049,270.3746,301.2731,301.3353,288.7212,104.4956,39118420000000.0,35177750000000.0,2853521000000.0,0.5996424,1.874367e-06,-1.661098e-06,-3.478724e-06,-1.620641e-06,9.456115e-08,-5.314029e-06,-4.640451e-06,2.38123e-06,31909870000000.0,2454326000000.0,0.5117288,1.733998e-06,-1.481597e-06,-3.162818e-06,-1.444445e-06,1.416902e-07,-4.860641e-06,-4.237431e-06,2.256641e-06,24124630000000.0,1592131000000.0,0.3440636,1.363835e-06,-1.064301e-06,-2.38602e-06,-1.035673e-06,2.105439e-07,-3.721332e-06,-3.230996e-06,1.873004e-06,1089455000000.0,108100000000000.0,1.267957,23320000000000.0,-1.072
609,0.7026,4.925913,5.577548999999999,2500.698,215.5248,245.1117,624.9753,453.497,23.49675,42290190000000.0,41713500000000.0,3973976000000.0,0.6508077,2.651452e-06,-3.991915e-06,-6.55217e-06,-3.925312e-06,-1.508934e-06,-9.160213e-06,-8.201197e-06,1.704753e-06,40656250000000.0,3617540000000.0,0.5550942,2.535557e-06,-3.690109e-06,-6.138006e-06,-3.626778e-06,-1.316891e-06,-8.631918e-06,-7.714754e-06,1.755624e-06,34504950000000.0,2795481000000.0,0.3876305,2.22678e-06,-2.994567e-06,-5.14338e-06,-2.939769e-06,-9.131217e-07,-7.333323e-06,-6.527684e-06,1.783679e-06,1179658000000.0,150200000000000.0,1.355532,34640000000000.0,-1.1979
610,0.7023,5.435367,6.871431000000002,2491.561,237.0737,301.6077,47.29731,399.8429,-77.41084,33447700000000.0,30660390000000.0,2422405000000.0,0.5644822,1.414552e-06,-3.062336e-07,-1.683731e-06,-2.800933e-07,1.019317e-06,-3.064662e-06,-2.558578e-06,2.755445e-06,28449760000000.0,2108434000000.0,0.4933813,1.309437e-06,-2.754888e-07,-1.550461e-06,-2.514456e-07,9.51054e-07,-2.828754e-06,-2.360235e-06,2.557897e-06,19318930000000.0,1260760000000.0,0.3201373,9.546387e-07,-1.825634e-07,-1.111648e-06,-1.654458e-07,7.103019e-07,-2.043532e-06,-1.701846e-06,1.881047e-06,1009033000000.0,87070000000000.0,1.109775,16440000000000.0,-0.915255
612,0.7032,5.339864,6.013352999999996,2498.366,233.5197,264.3246,186.6552,373.8273,68.66502,34697180000000.0,32294330000000.0,2163903000000.0,0.5762971,1.4444e-06,-8.71793e-07,-2.275158e-06,-8.423633e-07,4.819419e-07,-3.687637e-06,-3.169623e-06,2.248912e-06,29699250000000.0,1781260000000.0,0.5006062,1.275451e-06,-7.50863e-07,-1.989922e-06,-7.250275e-07,4.440353e-07,-3.237167e-06,-2.779702e-06,2.004065e-06,12687060000000.0,641692500000.0,0.2786296,6.438063e-07,-3.499418e-07,-9.751107e-07,-3.371637e-07,2.523549e-07,-1.60465e-06,-1.373662e-06,1.03936e-06,1185525000000.0,22180000000000.0,0.9897622,3735000000000.0,-0.70686
613,0.7035,5.676921,6.140301999999998,2496.982,248.2161,269.9509,335.0536,-8.758807,0.04749399,29891470000000.0,29122560000000.0,1958271000000.0,0.5566158,1.017698e-06,-1.074868e-06,-2.062701e-06,-1.052029e-06,-1.18613e-07,-3.058958e-06,-2.693663e-06,1.124629e-06,26911940000000.0,1735351000000.0,0.4838893,9.483675e-07,-9.669224e-07,-1.88734e-06,-9.45755e-07,-7.618618e-08,-2.815713e-06,-2.475272e-06,1.082164e-06,18742240000000.0,1119114000000.0,0.3173161,7.394213e-07,-6.838566e-07,-1.401205e-06,-6.676308e-07,9.735087e-09,-2.125006e-06,-1.859493e-06,9.124077e-07,967160200000.0,110400000000000.0,1.067449,20050000000000.0,-0.9190368
614,0.7015,5.382161,5.8210440000000006,2494.073,234.9759,255.3902,745.4995,247.5222,131.2924,37965060000000.0,35946660000000.0,2956560000000.0,0.5983472,2.086651e-06,-3.822782e-06,-5.835481e-06,-3.766338e-06,-1.864881e-06,-7.890938e-06,-7.135058e-06,6.600174e-07,34601060000000.0,2648923000000.0,0.5254743,1.966717e-06,-3.498373e-06,-5.395043e-06,-3.445456e-06,-1.653963e-06,-7.332258e-06,-6.61977e-06,7.252726e-07,28738110000000.0,1866701000000.0,0.3639892,1.611251e-06,-2.632633e-06,-4.185646e-06,-2.589999e-06,-1.123991e-06,-5.772499e-06,-5.188641e-06,8.238825e-07,1072648000000.0,138000000000000.0,1.415315,33230000000000.0,-1.185207
615,0.7038,6.187009,6.809353999999999,2492.101,270.1571,299.3211,145.0996,319.3499,169.4798,33928270000000.0,31044840000000.0,2681553000000.0,0.5676609,1.627951e-06,-9.050251e-07,-2.487558e-06,-8.721993e-07,6.213908e-07,-4.078922e-06,-3.495463e-06,2.614435e-06,29314790000000.0,2351716000000.0,0.5016572,1.519972e-06,-8.247151e-07,-2.302124e-06,-7.942177e-07,5.999646e-07,-3.787917e-06,-3.243116e-06,2.460552e-06,21048980000000.0,1364317000000.0,0.329827,1.138932e-06,-5.704828e-07,-1.677107e-06,-5.480355e-07,4.957345e-07,-2.790382e-06,-2.382043e-06,1.889201e-06,1035345000000.0,43880000000000.0,0.9913468,7401000000000.0,-0.773487
616,0.7023,5.403319,4.961811999999999,2499.861,236.4526,217.9994,450.1989,299.2244,-102.3333,170025800000000.0,75834000000000.0,8397461000000.0,0.7630245,9.610275e-06,-6.633363e-06,-1.590117e-05,-6.44783e-06,2.254508e-06,-2.5323e-05,-2.185106e-05,1.388927e-05,67856530000000.0,7184570000000.0,0.6588571,8.702182e-06,-5.806983e-06,-1.419675e-05,-5.641348e-06,2.233581e-06,-2.272808e-05,-1.958352e-05,1.276509e-05,50940460000000.0,4474988000000.0,0.4409079,6.431792e-06,-3.919948e-06,-1.011596e-05,-3.802567e-06,2.006963e-06,-1.642104e-05,-1.409541e-05,9.782607e-06,1948175000000.0,148200000000000.0,2.234846,56350000000000.0,-2.091
617,0.7015,5.368335,6.117655999999995,2492.636,234.2337,268.3399,635.4688,354.0919,77.52751,49883200000000.0,39118420000000.0,3526025000000.0,0.612186,2.746279e-06,-4.212532e-06,-6.864475e-06,-4.142226e-06,-1.638015e-06,-9.56571e-06,-8.572706e-06,1.690943e-06,33255470000000.0,2883531000000.0,0.5187684,2.466064e-06,-3.6608e-06,-6.041646e-06,-3.598115e-06,-1.350453e-06,-8.467145e-06,-7.575361e-06,1.638028e-06,22875150000000.0,1648584000000.0,0.3423239,1.744563e-06,-2.372884e-06,-4.056146e-06,-2.329457e-06,-7.414924e-07,-5.771799e-06,-5.14071e-06,1.371015e-06,1237707000000.0,120400000000000.0,1.489909,30520000000000.0,-1.236
620,0.7049,6.229698,6.754667000000006,2496.324,272.4969,297.422,156.7603,94.99066,49.02438,40752360000000.0,35658320000000.0,2975151000000.0,0.6001671,1.97451e-06,-8.830143e-07,-2.801809e-06,-8.446103e-07,9.652862e-07,-4.730633e-06,-4.023298e-06,3.381932e-06,30756500000000.0,2412740000000.0,0.5063718,1.758375e-06,-7.607048e-07,-2.469208e-06,-7.267733e-07,8.844244e-07,-4.186889e-06,-3.556898e-06,3.036103e-06,17877220000000.0,1174027000000.0,0.3125164,1.145054e-06,-4.528213e-07,-1.564904e-06,-4.312473e-07,6.168329e-07,-2.683439e-06,-2.273026e-06,2.017161e-06,1195623000000.0,53060000000000.0,1.136533,10260000000000.0,-0.898552
621,0.7067,6.42477,5.785683,2504.525,282.0239,255.3719,381.7398,151.2671,265.8758,36811690000000.0,17396650000000.0,1218621000000.0,0.4765355,5.84424e-07,-9.251466e-07,-1.492443e-06,-9.10873e-07,-3.740881e-07,-2.065491e-06,-1.855442e-06,3.396552e-07,16147160000000.0,1026007000000.0,0.4085546,5.200814e-07,-7.927422e-07,-1.297503e-06,-7.801057e-07,-3.025757e-07,-1.807441e-06,-1.620503e-06,3.324624e-07,12494830000000.0,632335300000.0,0.2754537,3.760999e-07,-5.233073e-07,-8.881855e-07,-5.142912e-07,-1.692509e-07,-1.256918e-06,-1.121705e-06,2.89753e-07,638456900000.0,48960000000000.0,0.8091337,6740000000000.0,-0.7000747
624,0.707,6.276128,6.638571999999996,2502.194,275.1896,292.9768,241.8795,147.7896,148.4261,86214320000000.0,79101880000000.0,8090313000000.0,0.7745753,8.045371e-06,-3.44341e-06,-1.122439e-05,-3.304965e-06,4.000727e-06,-1.909249e-05,-1.619654e-05,1.378207e-05,72950580000000.0,7192259000000.0,0.677162,7.598021e-06,-3.166955e-06,-1.051398e-05,-3.037581e-06,3.858937e-06,-1.794452e-05,-1.520917e-05,1.309418e-05,55650040000000.0,4662396000000.0,0.4526379,5.985388e-06,-2.290811e-06,-8.074818e-06,-2.192762e-06,3.231715e-06,-1.392808e-05,-1.17721e-05,1.050058e-05,1984666000000.0,136000000000000.0,2.03167,47010000000000.0,-1.753854
627,0.7114,6.359334,6.780121000000006,2513.952,280.1783,300.7366,260.9535,201.3359,-61.6566,72854460000000.0,48537600000000.0,5073178000000.0,0.657283,4.213058e-06,-2.311741e-06,-6.393495e-06,-2.23179e-06,1.610011e-06,-1.051423e-05,-8.999971e-06,6.744284e-06,46423090000000.0,4560425000000.0,0.577726,3.970646e-06,-2.113157e-06,-5.959417e-06,-2.038463e-06,1.580856e-06,-9.843013e-06,-8.41568e-06,6.418634e-06,36331120000000.0,3144093000000.0,0.3931365,3.206977e-06,-1.555281e-06,-4.660105e-06,-1.49671e-06,1.422699e-06,-7.796666e-06,-6.643319e-06,5.327166e-06,1352258000000.0,171000000000000.0,1.670826,48610000000000.0,-1.48401
628,0.7108,5.540213,5.846419999999997,2520.639,244.4956,259.3119,225.5167,203.1454,-51.07613,31717640000000.0,27488620000000.0,2608055000000.0,0.5489164,1.547283e-06,-1.006114e-06,-2.508703e-06,-9.7451e-07,4.43309e-07,-4.021606e-06,-3.466691e-06,2.335017e-06,25181890000000.0,2264326000000.0,0.4748323,1.437173e-06,-9.048809e-07,-2.300346e-06,-8.757232e-07,4.407652e-07,-3.70557e-06,-3.190087e-06,2.197525e-06,20280070000000.0,1521925000000.0,0.3247533,1.14742e-06,-6.633771e-07,-1.777059e-06,-6.405456e-07,4.095384e-07,-2.898939e-06,-2.487251e-06,1.811372e-06,905200400000.0,110600000000000.0,1.143639,21520000000000.0,-0.940995
633,0.7096,5.009733,6.755446999999998,2514.655,220.4343,299.0138,307.2224,609.3631,-28.54621,47384230000000.0,31044840000000.0,2199302000000.0,0.5650086,1.486007e-06,-1.5815e-06,-3.024868e-06,-1.547949e-06,-1.843356e-07,-4.481627e-06,-3.947344e-06,1.631852e-06,27776970000000.0,1877769000000.0,0.4870509,1.349779e-06,-1.389577e-06,-2.700391e-06,-1.359284e-06,-1.211295e-07,-4.023533e-06,-3.538197e-06,1.528192e-06,17588870000000.0,1049955000000.0,0.3082956,9.154346e-07,-8.526103e-07,-1.741107e-06,-8.324833e-07,6.23749e-09,-2.63834e-06,-2.309096e-06,1.124012e-06,1053662000000.0,67270000000000.0,1.089549,12470000000000.0,-0.939708
634,0.7143,7.178406,5.734963000000006,2522.921,317.7531,255.3777,359.2644,478.7368,52.31115,36427230000000.0,22779030000000.0,1808171000000.0,0.5169723,9.914859e-07,-1.323271e-06,-2.285265e-06,-1.299862e-06,-3.906086e-07,-3.257688e-06,-2.900996e-06,8.194205e-07,20568410000000.0,1556945000000.0,0.4420734,9.044859e-07,-1.158196e-06,-2.035602e-06,-1.136983e-06,-3.078602e-07,-2.922649e-06,-2.597228e-06,7.957142e-07,16435510000000.0,1044314000000.0,0.3029812,7.109876e-07,-8.263912e-07,-1.515757e-06,-8.099987e-07,-1.589219e-07,-2.212953e-06,-1.95709e-06,7.080282e-07,783370900000.0,150300000000000.0,1.119603,28630000000000.0,-0.970837
635,0.7128,6.347141000000001,6.407969000000006,2519.981,280.3073,284.7616,154.4297,140.7153,145.5552,62185800000000.0,58629580000000.0,6262494000000.0,0.6972516,5.211803e-06,-1.777634e-06,-6.830154e-06,-1.687599e-06,3.062862e-06,-1.192203e-05,-1.005065e-05,9.420499e-06,56611180000000.0,5698642000000.0,0.6219214,5.002756e-06,-1.669834e-06,-6.519118e-06,-1.584015e-06,2.974592e-06,-1.140673e-05,-9.610225e-06,9.076237e-06,40271790000000.0,3712284000000.0,0.4073961,4.07206e-06,-1.246551e-06,-5.191622e-06,-1.178879e-06,2.526949e-06,-9.169867e-06,-7.7069e-06,7.489919e-06,1590621000000.0,122100000000000.0,1.638129,34030000000000.0,-1.3959
637,0.7131,4.823261,5.962560999999997,2529.37,213.4313,265.1154,275.3806,180.6412,-43.47091,28257540000000.0,19415040000000.0,1520459000000.0,0.4822612,8.761221e-07,-7.918519e-07,-1.643001e-06,-7.725521e-07,3.181056e-08,-2.500206e-06,-2.186016e-06,1.103429e-06,14801570000000.0,1086636000000.0,0.3974233,6.965283e-07,-6.150146e-07,-1.291623e-06,-5.997365e-07,3.959591e-08,-1.973104e-06,-1.723301e-06,8.914352e-07,9323064000000.0,474697200000.0,0.2514691,3.966288e-07,-3.299103e-07,-7.150912e-07,-3.213144e-07,4.251436e-08,-1.103142e-06,-9.608649e-07,5.274085e-07,763399400000.0,26130000000000.0,0.8268713,3676000000000.0,-0.591723
641,0.7152,6.423992,6.334882000000005,2526.953,284.5147,282.308,160.1859,32.69017,-39.55598,29507020000000.0,28065310000000.0,2292248000000.0,0.5477979,1.30911e-06,-5.820029e-07,-1.854475e-06,-5.566848e-07,6.436292e-07,-3.133081e-06,-2.664246e-06,2.246426e-06,26623600000000.0,2063242000000.0,0.4809735,1.239346e-06,-5.344792e-07,-1.739001e-06,-5.106565e-07,6.253734e-07,-2.949464e-06,-2.505567e-06,2.142518e-06,21145090000000.0,1465338000000.0,0.3284544,1.035331e-06,-4.093639e-07,-1.415246e-06,-3.898393e-07,5.583654e-07,-2.426435e-06,-2.055494e-06,1.825155e-06,906509400000.0,128300000000000.0,1.144373,24980000000000.0,-0.9680354
644,0.7164,7.129668,6.825568999999994,2523.869,315.6917,304.4496,292.5963,216.7307,-453.9705,31813760000000.0,28930330000000.0,2481698000000.0,0.5519734,1.447184e-06,-1.073962e-06,-2.480349e-06,-1.043534e-06,2.84124e-07,-3.896868e-06,-3.377386e-06,2.054624e-06,25181890000000.0,2093513000000.0,0.4724066,1.316649e-06,-9.440625e-07,-2.223371e-06,-9.165726e-07,2.908761e-07,-3.512071e-06,-3.039402e-06,1.901316e-06,17973330000000.0,1270772000000.0,0.3103825,9.798442e-07,-6.421499e-07,-1.593745e-06,-6.220997e-07,2.755273e-07,-2.552697e-06,-2.200842e-06,1.47326e-06,970323400000.0,99560000000000.0,1.127588,19100000000000.0,-0.9208149
645,0.7187,6.767979,5.301305999999999,2539.803,301.4137,237.3226,283.8843,-73.29408,87.31621,85733750000000.0,75641770000000.0,7840043000000.0,0.7564591,8.005853e-06,-3.455764e-06,-1.119631e-05,-3.318406e-06,3.94796e-06,-1.902629e-05,-1.614386e-05,1.367745e-05,67568190000000.0,6762855000000.0,0.6538464,7.403195e-06,-3.09971e-06,-1.025597e-05,-2.974382e-06,3.741367e-06,-1.749646e-05,-1.483049e-05,1.273572e-05,44981380000000.0,3995413000000.0,0.4199748,5.457076e-06,-2.079128e-06,-7.350167e-06,-1.991011e-06,2.950203e-06,-1.26871e-05,-1.072063e-05,9.573279e-06,1998455000000.0,152300000000000.0,2.136862,55370000000000.0,-1.812
646,0.7164,5.265736,7.072870999999997,2531.535,233.3165,315.4334,442.092,741.6625,170.1064,47672580000000.0,39695110000000.0,3780930000000.0,0.6111149,2.721765e-06,-3.240988e-06,-5.875623e-06,-3.177229e-06,-6.915631e-07,-8.549944e-06,-7.567166e-06,2.618416e-06,36331120000000.0,3294112000000.0,0.5315981,2.522678e-06,-2.910675e-06,-5.352073e-06,-2.851992e-06,-5.491503e-07,-7.830619e-06,-6.919654e-06,2.517896e-06,27969190000000.0,2115711000000.0,0.3587414,1.964904e-06,-2.078502e-06,-3.978922e-06,-2.033756e-06,-2.423879e-07,-5.909126e-06,-5.199389e-06,2.144665e-06,1196808000000.0,120500000000000.0,1.422336,29160000000000.0,-1.198
648,0.7149,7.030557,6.714184999999999,2521.555,310.9732,299.0964,426.0345,336.9804,-224.0334,36523350000000.0,27104170000000.0,2333630000000.0,0.5400723,1.463809e-06,-1.743798e-06,-3.162741e-06,-1.70971e-06,-3.694489e-07,-4.598316e-06,-4.07146e-06,1.414868e-06,23644060000000.0,1930640000000.0,0.461356,1.308618e-06,-1.508056e-06,-2.776334e-06,-1.477786e-06,-2.800917e-07,-4.059663e-06,-3.588616e-06,1.314683e-06,15858820000000.0,1081695000000.0,0.2987559,9.020677e-07,-9.437939e-07,-1.817569e-06,-9.233687e-07,-9.877491e-08,-2.702112e-06,-2.377298e-06,9.997614e-07,932112300000.0,109900000000000.0,1.217775,22770000000000.0,-0.99792
650,0.7155,7.121647,6.660019999999996,2522.425,315.1524,296.8225,247.1543,391.7838,-5.22909,28545880000000.0,20856750000000.0,1569651000000.0,0.4950548,1.139382e-06,-9.413772e-07,-2.047959e-06,-9.167208e-07,1.283442e-07,-3.163145e-06,-2.754204e-06,1.521258e-06,17492760000000.0,1176458000000.0,0.4166504,9.616729e-07,-7.727813e-07,-1.706637e-06,-7.520953e-07,1.296882e-07,-2.647869e-06,-2.302677e-06,1.305132e-06,10764780000000.0,515446500000.0,0.2613337,5.61981e-07,-4.200258e-07,-9.655382e-07,-4.081412e-07,1.066953e-07,-1.515545e-06,-1.313767e-06,7.932469e-07,796310800000.0,31410000000000.0,0.9891475,5286000000000.0,-0.684882
653,0.7193,5.968017,5.760021999999996,2544.2,265.9704,258.0355,365.0694,391.3804,-28.76339,155224200000000.0,93422870000000.0,10265880000000.0,0.8115961,1.165876e-05,-6.61963e-06,-1.786919e-05,-6.409061e-06,4.146219e-06,-2.929016e-05,-2.508127e-05,1.827284e-05,84292040000000.0,8893811000000.0,0.7059921,1.069492e-05,-5.885978e-06,-1.620291e-05,-5.695502e-06,3.981358e-06,-2.667947e-05,-2.281774e-05,1.693571e-05,54881130000000.0,5072876000000.0,0.4492219,7.434481e-06,-3.707723e-06,-1.087314e-05,-3.581866e-06,3.130837e-06,-1.815531e-05,-1.546891e-05,1.212526e-05,2354256000000.0,131200000000000.0,2.282955,50960000000000.0,-2.066
655,0.7196,5.781324,7.145764000000007,2538.365,257.0018,319.8561,205.1033,82.99217,477.5009,62762490000000.0,58821810000000.0,5507951000000.0,0.6967219,4.540791e-06,-2.374766e-06,-6.774875e-06,-2.289598e-06,1.850675e-06,-1.121757e-05,-9.58472e-06,7.385096e-06,52093820000000.0,4841073000000.0,0.6023057,4.276302e-06,-2.170588e-06,-6.313669e-06,-2.091096e-06,1.806424e-06,-1.04975e-05,-8.959558e-06,7.017255e-06,36427230000000.0,3015833000000.0,0.3913263,3.367256e-06,-1.556293e-06,-4.816663e-06,-1.495664e-06,1.568983e-06,-8.110887e-06,-6.89932e-06,5.66878e-06,1627599000000.0,170900000000000.0,1.755033,51030000000000.0,-1.52559
656,0.7211,6.615672,5.895866000000004,2544.885,295.1587,264.5644,-42.41376,10.0882,11.45475,48057030000000.0,46519210000000.0,4038041000000.0,0.6471354,2.761172e-06,2.568812e-07,-2.431877e-06,3.004488e-07,2.83162e-06,-5.122434e-06,-4.135803e-06,6.221405e-06,44020240000000.0,3571495000000.0,0.5660715,2.600395e-06,2.356047e-07,-2.296292e-06,2.763157e-07,2.659407e-06,-4.830178e-06,-3.900894e-06,5.85129e-06,27873080000000.0,2084166000000.0,0.3593592,1.954408e-06,1.612424e-07,-1.740798e-06,1.908995e-07,1.979944e-06,-3.645205e-06,-2.946472e-06,4.377367e-06,1372317000000.0,92220000000000.0,1.326321,20810000000000.0,-1.12563
657,0.7196,5.199668,4.899572,2551.627,232.2014,219.6362,163.7244,523.9334,-194.921,52478280000000.0,46711440000000.0,4218307000000.0,0.644464,2.996009e-06,-1.292113e-06,-4.202001e-06,-1.235948e-06,1.50516e-06,-7.131532e-06,-6.056139e-06,5.168241e-06,42290190000000.0,3659692000000.0,0.5582592,2.761942e-06,-1.154496e-06,-3.836563e-06,-1.103164e-06,1.422772e-06,-6.537143e-06,-5.54565e-06,4.798873e-06,27296390000000.0,2104028000000.0,0.3552624,1.980366e-06,-7.520891e-07,-2.674026e-06,-7.163773e-07,1.092292e-06,-4.610229e-06,-3.899016e-06,3.5111e-06,1389198000000.0,121800000000000.0,1.471819,30500000000000.0,-1.253
660,0.7184,6.550962,5.969091999999995,2537.391,291.3856,267.0504,472.6396,35.1636,135.8672,39022310000000.0,38445630000000.0,3337773000000.0,0.6161204,2.140559e-06,-2.51063e-06,-4.581625e-06,-2.461141e-06,-5.068549e-07,-6.681213e-06,-5.909935e-06,2.095865e-06,36427230000000.0,2991899000000.0,0.5351045,2.02373e-06,-2.300042e-06,-4.257707e-06,-2.253538e-06,-4.065503e-07,-6.242656e-06,-5.513398e-06,2.053629e-06,27200280000000.0,2045970000000.0,0.3562341,1.648609e-06,-1.707439e-06,-3.301449e-06,-1.67031e-06,-1.673632e-07,-4.918358e-06,-4.324073e-06,1.835514e-06,1151447000000.0,161700000000000.0,1.385258,38110000000000.0,-1.19097
